CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS
VNE	Tổng CTCP Xây dựng Điện Việt Nam	Vietnam Electricity Construction JCC	HSX	Industrials	2007/08/01	63721061	2007/08/09	
VNF	Công ty Cô phần Vận Tải Ngoại Thương	Vinafreight International Freight Forwarders Jsc	HNX	Industrials	2010/12/01	5600000	2010/12/01	
VNG	CTCP Du lịch Golf Việt Nam	Viet Nam Golf Tourism Jsc	HSX	Consumer Services	2009/11/30	13000000	2009/12/17	
VNH	CTCP Thủy hải sản Việt Nhật	Viet Nhat Seafood Corporation	HSX	Consumer Goods	2010/04/02	8023071	2010/04/08	
VNI	CTCP Đầu tư Bất động Sản Việt Nam	Viet Nam Land Investment Corporation	HSX	Financials	2009/09/03	10559996	2009/09/09	
VNL	CTCP Giao nhận Vận tải và Thương mại	Vinalink International Freight Forwarders	HSX	Industrials	2009/08/10	9000000	2009/08/17	
VNM	CTCP Sữa Việt Nam	Viet Nam Dairy Products Jsc	HSX	Consumer Goods	2005/12/28	556114754	2006/01/19	
VNR	Tổng CTCP Tái bảo Hiểm Quốc Gia Việt Nam	Vietnam National Reinsurance Corporation	HNX	Financials	2006/03/13	100827658	2006/03/13	
VNS	CTCP Ánh Dương Việt Nam	Vietnam Sun Corporation	HSX	Industrials	2008/07/23	29999997	2008/07/29	
VNT	CTCP Giao nhận Vận tải Ngoại thương	The Foreign Trade Forwarding And Transportation Jsc	HNX	Industrials	2009/08/14	5472000	2009/08/14	
VNX	QC và Hội chợ Thương mại	Viet Nam National Trade Fair & Advertising Jsc	UPC	Consumer Services	2010/06/10	1050000	2010/06/10	
VOS	CTCP Vận tải Biển Việt Nam	Viet Nam Ocean Shipping Jsc 	HSX	Industrials	2010/08/30	140000000	2010/09/08	
VPC	CTCP Đầu tư và Phát triển Năng lượng Việt Nam	V- Power Investment and Development	HNX	Industrials	2012/05/31	5625000	2012/06/18	
VPH	CTCP Vạn Phát Hưng	Van Phat Hung Corporation	HSX	Financials	2009/08/31	27714816	2009/09/09	
VPK	CTCP Bao Bì Dầu Thực vật	Vegetable Oil Packing Jsc 	HSX	Industrials	2006/11/16	8000000	2006/12/21	
VPL	CTCP Vinpearl	Vinpearl Jsc	HSX	Consumer Services	2008/01/31	205498489	2008/01/31	
VQC	Giám định TKV	Vinacomin Quacontrol Jsc	UPC	Industrials	2010/02/26	1999844	2010/02/26	
VRC	CTCP Xây lắp và Địa ốc Vũng Tàu	Vung Tau Real Estate And Construction Jsc. 	HSX	Financials	2010/07/19	14504762	2010/07/26	
VSC	CTCP Container Việt Nam	Vietnam Container Shipping Jsc	HSX	Industrials	2007/12/12	23894502	2008/01/09	
VSG	CTCP Container Phía Nam	South Vietnam Container ShippingJsc	HSX	Industrials	2008/09/05	11044000	2008/09/18	
VSH	CTCP Thủy Điện Vĩnh Sơn Sông Hinh	Vinh Son - Song Hinh Hydropower Jsc	HSX	Utilities	2005/07/07	206241246	2005/07/14	
VSI	CTCP Đầu tư và Xây dựng Cấp thoát Nước	Water Supply Sewwerage Contruction & Invesment	HSX	Industrials	2010/12/01	13200000	2010/12/24	
VSP	CTCP Vận tải biển và Bất động sản Việt Hải	Viet Hai Shipping and Real Properties Corporation	HNX	Industrials	2006/12/25	38084489	2006/12/25	
VST	CTCP Vận tải và Thuê tàu biển Việt Nam	Vietnam Sea Transport And Chartering Jsc.	HSX	Industrials	2009/02/20	58999337	2009/02/26	
VT1	Vật tư Bến Thành	Ben Thanh Material Jsc	UPC	Consumer Services	2010/04/15	2000000	2010/04/15	
VTA	CTCP Vitaly	Vitaly Jsc	HNX	Industrials	2006/12/29	6000000	2006/12/29	
VTB	CTCP Viettronics Tân Bình	Viettronics Tan Binh Jsc	HSX	Industrials	2006/12/08	11982050	2006/12/27	
VTC	CTCP Viễn thông VTC	Vtc Telecommunications Jsc	HNX	Technology	2003/01/24	4534696	2003/02/12	
VTF	CTCP Thức ăn Chăn nuôi Việt Thắng	Viet Thang Feed Jsc	HSX	Consumer Goods	2010/07/09	21025509	2010/09/24	
VTI	Sản xuất - XNK Dệt may	Textitle - Garment Import Export & Production Jsc	UPC	Consumer Goods	2010/12/17	3500000	2010/12/17	
VTL	CTCP Vang Thăng Long	Thang Long Wine Jsc	HNX	Consumer Goods	2005/07/14	1800000	2005/07/14	
VTO	CTCP Vận tải Xăng dầu Vitaco	Viet Nam Tanker Jsc	HSX	Industrials	2007/10/01	79866666	2007/10/09	
VTS	CTCP Viglacera Từ Sơn	Viglacera Tuson Jsc	HNX	Industrials	2006/09/20	2000205	2006/09/20	
VTV	CTCP VICEM Vật tư Vận tải Xi măng	Cement Materials And Transportation Jsc	HNX	Industrials	2006/12/18	15600000	2006/12/18	
VXB	Công ty CP Vật liệu Xây dựng Bến Tre	Ben Tre Building Material Jsc	HNX	Industrials	2010/06/22	4049006	2010/06/22	
WCS	CTCP bến xe Miền Tây	West Coach Station Jsc	HNX	Industrials	2010/09/17	2500000	2010/09/17	
WSB	Bia Sài Gòn - Miền Tây	Saigon Beer Western Jsc	UPC	Consumer Goods	2010/08/10	14500000	2010/08/10	
WSS	CTCP Chứng khoán Phố Wall	Wall Street Securities Company	HNX	Financials	2009/12/15	50300000	2009/12/15	
WTC	Vận tải thủy TKV	Vinacomin - Waterway Transport Jsc	UPC	Industrials	2010/07/15	10000000	2010/07/15	
XMC	CTCP Bê tông và Xây dựng Vinaconex Xuân Mai	Vinaconex Xuan Mai Concrete & Construction Jsc	HNX	Industrials	2007/12/20	19998240	2007/12/20	
YBC	CTCP Xi măng và Khoáng sản Yên Bái	Yen Bai Cement And Mineral Jsc	HNX	Industrials	2008/05/20	4837430	2008/05/20	
YSC	CTCP Hapaco Yên Sơn	Yenson Jsc	HNX	Basic Materials	2006/12/29	1100000	2006/12/29	
